FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
8014,Broomfield County,38580,3944110,2811797,92810,267803,206737,74109,98992,210119,75973,41795,593258,4221,2500,2888
8015,Chaffee County,11130,804338,415620,38819,101531,85246,17374,35640,58091,10744,8591,107183,1819,1140,1118
8017,Cheyenne County,820,44517,29523,2142,2590,2713,227,1869,1944,0,186,5791,252,110,215
8019,Clear Creek County,4960,450045,289226,11546,40196,29955,13459,13458,32636,8309,4512,67382,726,450,362
8021,Conejos County,3400,135496,96550,9098,4487,16335,3917,4326,3989,406,1030,10683,1852,780,1247
8023,Costilla County,1670,60630,38780,2374,2036,9483,3316,3040,801,185,135,4934,928,430,473
8025,Crowley County,2350,51417,34973,938,1403,6685,1244,1991,94,0,0,4853,704,300,413
8027,Custer County,2510,164155,72998,11950,18314,31335,3092,11474,6031,2228,1704,20664,540,280,377
8029,Delta County,15010,727534,445603,30294,51187,88898,22738,38119,38710,5167,4947,70087,5482,2530,3436
8031,Denver County,388100,36859588,25093683,1157673,4420027,1218653,903962,538799,2136588,638212,599531,6317426,89295,44270,54850
8033,Dolores County,930,45938,30043,1004,1353,4575,2023,1979,2390,0,0,4407,294,130,180
8035,Douglas County,180770,23006227,16152959,558058,1952114,1063220,319021,492947,1673644,547117,348084,3747417,15412,8920,11769
8037,Eagle County,30580,3792781,1842230,146086,884668,78603,91745,61040,470678,67199,88799,696153,4461,2510,3864
8039,Elbert County,13330,1348705,929353,33852,104145,97437,17985,37714,93821,37944,20339,191053,2009,1020,1425
8041,El Paso County,356650,25808726,17622507,696979,1657708,2346274,586989,709561,1535891,354022,382024,3122507,102931,47780,71020
8043,Fremont County,22170,1059335,656070,32529,51456,169954,27134,50592,39265,6169,6225,103997,6586,3070,4097
8045,Garfield County,30240,2385492,1405118,97124,330040,96871,50651,56735,204706,38221,25808,333644,7221,3460,6262
8047,Gilpin County,3020,220597,144704,7064,10309,15184,13861,6893,10362,3822,958,27913,416,250,248
8049,Grand County,8140,676254,393076,26717,80566,41241,20763,19992,75767,10787,6302,95135,1183,730,821
8051,Gunnison County,8930,662588,370636,32540,91245,37730,20288,17104,66253,10467,6447,88824,1359,910,925
8053,Hinsdale County,400,27116,10054,1219,2722,3068,341,1957,2639,0,147,3114,78,50,58
8055,Huerfano County,3190,146620,80267,5318,9692,23191,5785,8049,6855,850,1157,14351,1317,620,665
8057,Jackson County,650,34238,20224,582,3101,2629,743,1225,3294,0,0,3907,155,90,99
8059,Jefferson County,309090,28549490,19161277,819367,2313115,1878627,641616,771833,1728220,538542,324678,4115033,44036,25250,26624
8061,Kiowa County,640,33095,19251,658,670,2346,0,1681,1523,0,0,4010,269,100,197
8063,Kit Carson County,3380,168276,114770,6096,13368,13180,2394,7016,10822,351,1047,18710,1215,520,959
8065,Lake County,3770,213496,152644,10346,12581,13308,8789,5254,6908,2164,699,21593,973,510,692
8067,La Plata County,28590,2295978,1288177,100789,271821,164452,54937,78721,189258,33051,23465,325739,6130,3290,3719
8069,Larimer County,183070,15121059,9813821,436955,1420162,1042390,319429,463197,941126,240065,243951,2085179,29278,16830,19629
8071,Las Animas County,6770,309755,194264,7504,22063,43626,10253,14365,8219,1468,1453,31519,2716,1260,1471
8073,Lincoln County,2630,107635,74783,2611,7159,10982,1721,3937,6702,257,211,10296,858,380,577
8075,Logan County,9740,504589,330423,15139,26715,43655,10148,18470,28872,1733,2736,53728,3087,1380,1892
8077,Mesa County,76600,4694354,3052403,132816,311231,429659,129666,181122,289338,51604,50387,522251,22958,10820,14479
8079,Mineral County,490,28703,15347,1475,759,3395,541,1995,1545,0,0,3135,84,60,53
8081,Moffat County,6190,334671,259634,6569,15165,27236,7971,11836,4998,2051,2013,31484,2041,890,1345
8083,Montezuma County,12810,696507,412900,25104,52828,74146,20465,32140,42696,4858,6061,75040,5378,2430,3083
8085,Montrose County,21400,1180825,734902,51117,83050,130689,33733,58526,61743,10674,11743,124652,6874,3210,4775
8087,Morgan County,14140,771740,581402,21108,30784,52636,19356,20910,33597,4719,3923,72415,4965,2190,3783
8089,Otero County,8190,341886,256428,8041,10946,41856,9193,13128,6345,581,1674,28175,4483,1810,2602
8091,Ouray County,2910,269394,124777,12127,31296,23479,6306,12841,28327,4386,3974,40841,333,240,209
8093,Park County,8450,612402,401635,24076,32081,59834,18113,25125,21573,12355,5181,70765,1318,800,773
8095,Phillips County,2150,127130,78195,3691,7789,8245,1258,5280,10442,420,579,14252,710,310,538
8097,Pitkin County,10440,2177901,806516,84568,1078984,23402,33283,28552,157531,24849,72990,557618,658,580,482
8099,Prowers County,5340,235438,167705,9925,9850,20151,4740,8616,14858,273,1765,22274,2941,1170,1915
8101,Pueblo County,79850,4241632,2871748,91144,174381,534899,133306,149008,161349,25520,26728,422199,34029,14870,19663
8103,Rio Blanco County,2890,169812,126431,3243,8672,14400,3372,6041,6783,1061,1108,17098,786,350,562
8105,Rio Grande County,6310,330900,203299,10837,18846,28699,8265,11896,30027,1713,2827,34828,2925,1270,1634
8107,Routt County,13910,1593973,789206,62547,303473,61730,32890,36547,200353,27740,36145,274406,1606,1080,1117
8109,Saguache County,2400,100641,55299,5201,7551,9698,4840,4649,5768,416,1203,12072,949,510,490
8111,San Juan County,430,21441,11460,1530,729,1716,800,947,877,0,0,2359,67,50,43
8113,San Miguel County,4530,729017,238848,39273,218656,11457,16321,8597,119648,9533,20987,148971,544,370,402
8115,Sedgwick County,1050,44900,31532,892,2301,4785,630,2604,1278,0,0,4124,470,190,236
8117,Summit County,17910,1926442,1108107,77995,232495,69554,57072,37379,240145,38827,37377,326024,1717,1300,1553
8119,Teller County,12850,906369,555180,27663,43637,119578,25734,42017,45993,12905,10239,103987,2676,1450,1660
8121,Washington County,2140,108283,72187,2788,10250,7688,1680,3953,2853,189,310,10853,705,330,535
8123,Weld County,159750,11426340,8481047,277208,645536,653086,285913,269086,506057,197324,116913,1333472,43694,19880,32983
8125,Yuma County,4530,235026,153982,5449,16693,14006,2585,9243,24585,731,1949,25061,1797,710,1394
9001,Fairfield County,482890,80881702,47872558,2892256,14779543,2272440,1405326,1351859,4257504,1146539,1807062,18243610,99172,49070,62029
9003,Hartford County,476430,37700478,26910191,1112728,1878090,2687061,1342134,1257320,1555065,350238,307873,5312015,125168,59420,65722
9005,Litchfield County,98300,8693947,5335453,396409,941265,588398,277192,330550,513827,85972,96043,1333150,16380,9130,9701
9007,Middlesex County,88090,7913980,5336583,288077,440689,657543,238349,326932,392865,86095,54497,1150317,11176,6550,6360
9009,New Haven County,441120,33190373,22969843,1206984,1908257,2348299,1243695,1171747,1446811,337434,304604,4506079,126979,59500,69050
9011,New London County,141760,10619659,7180127,309549,544394,1015251,490606,442726,300357,96275,75141,1375056,32044,16240,17789
9013,Tolland County,71240,6126637,4331983,173361,245771,555966,196917,239154,230131,51598,45835,812661,9512,5220,5535
9015,Windham County,58560,3663865,2648814,110585,95656,322506,179043,143018,102212,29210,17382,393978,15390,7560,8679
10001,Kent County,90880,5060099,3553519,115392,122658,624384,148934,246337,145719,52395,38822,490643,37246,16060,21249
10003,New Castle County,288370,21985761,15483694,427149,1132242,1615335,542477,803796,1154731,289255,246740,2956893,89581,40390,51448
10005,Sussex County,130800,9411871,5062835,307838,615785,1358393,207674,659723,593014,131079,88836,1204163,38481,17390,23336
11001,District of Columbia,353430,39405227,26537721,1344219,4207486,1808421,668817,511339,2817533,863685,1185959,7510924,100753,47270,51926
12001,Alachua County,124650,8485444,5676283,174062,811101,715893,91003,315496,462688,56176,107440,1136478,48280,21430,23763
12003,Baker County,12750,669945,503158,8458,20057,69196,6849,24160,15748,3452,5095,58128,7041,2720,3838
12005,Bay County,91630,5404071,3522147,178728,361065,600040,78855,218934,424264,40726,57645,669110,39730,17360,20866
12007,Bradford County,11510,531913,377569,8212,8065,73235,6754,26621,18232,1731,4070,46093,6851,2730,3425
12009,Brevard County,318430,21673238,13689997,462114,1753486,2330622,347325,1015547,1160712,177531,208267,2778004,110527,49950,55262
12011,Broward County,1032330,76644535,48511357,1733330,9602244,3553931,1773902,1739908,7780998,972445,1018781,12238790,517564,225060,228784
12013,Calhoun County,5520,227159,166578,4847,3788,28611,2718,10725,9922,562,2338,19391,3667,1380,1738
12015,Charlotte County,99960,6514356,3149098,172264,559817,1046129,110183,534743,387749,54305,49370,794034,26264,12850,13225
12017,Citrus County,77400,4044815,2116915,106537,240503,702197,69475,325606,189571,20315,28465,435249,29086,13240,14160
12019,Clay County,111120,7121536,4905455,137666,288198,875941,86548,298769,291504,51348,63175,765204,41924,18020,25237
12021,Collier County,209830,38274436,12871960,1035471,12035355,1852029,252412,1223496,4319073,299860,1141585,8157279,64574,29660,35835
12023,Columbia County,32700,1473169,1029615,32533,45986,179146,20950,73003,59472,5738,12693,139295,19262,7600,9443
12027,DeSoto County,15870,666991,431563,17385,36104,66547,8384,33111,51555,2672,4643,63556,8886,4000,5173
12029,Dixie County,6330,257347,164895,2637,6090,35783,3802,13119,21456,497,1666,27594,4236,1690,2076
12031,Duval County,508640,32592858,22639943,660376,2683633,2371897,490243,945087,1893644,262170,409183,4322515,259856,106610,128713
12033,Escambia County,159430,9387728,6025214,256282,584223,1054476,137336,389720,588414,57346,100002,1135094,78523,31960,38719
12035,Flagler County,63670,4430935,2188455,122319,487861,626258,76266,290590,290934,40783,45138,592221,21620,9790,11026
12037,Franklin County,5360,356250,159904,16216,30728,42531,4071,21090,50160,2725,4591,52128,2573,1050,1244
12039,Gadsden County,22490,935075,609715,9102,61655,135922,12694,48088,28017,5568,20064,85755,17223,6410,7905
12041,Gilchrist County,7930,403400,267906,8015,11680,49084,4137,17368,29243,1227,1999,39751,4114,1650,2173
12043,Glades County,5210,248095,128619,4193,7916,24514,3470,11435,5069,714,1184,27630,2286,920,1263
12045,Gulf County,6670,411199,232061,17025,45717,51497,4499,22092,28489,3452,5483,56096,2961,1210,1480
12047,Hamilton County,5660,214210,153029,4281,4337,29796,3969,11527,3234,627,1448,17376,3911,1490,1892
12049,Hardee County,11550,478606,347707,8895,13554,37610,5754,16286,28390,1206,4967,40845,7682,2940,4972
12051,Hendry County,19910,850842,601928,18209,39282,43749,17443,22846,44159,3235,5022,84765,14711,6010,7902
12053,Hernando County,97210,4774816,3009788,102088,198245,639410,104664,284845,213171,22319,29883,460444,41730,18350,21858
12055,Highlands County,48880,2218335,1257014,49262,120684,340642,41227,157191,131091,8897,20717,210851,25909,10760,12948
12057,Hillsborough County,750950,53998701,36778433,1148022,4830640,3132588,898260,1361384,4312757,535149,631798,7798020,356039,152790,179114
12059,Holmes County,7790,324229,232229,8445,10736,42201,4571,14761,13957,795,2483,28378,5039,1910,2544
12061,Indian River County,86630,10074070,3612057,270936,2885896,762110,92338,456998,537394,63049,257201,1844163,28408,12960,14342
12063,Jackson County,21730,905166,601615,20117,26279,137527,10276,49720,38259,2383,10591,85026,13409,5080,6229
12065,Jefferson County,6580,396348,222463,8578,57808,51677,3534,20724,19841,1809,6314,45034,3094,1280,1529
12067,Lafayette County,3230,121039,89545,2035,5666,15657,980,6357,3361,257,1063,9991,1741,670,878
12069,Lake County,193670,11601724,7159090,242622,698824,1391803,287494,671818,623109,98114,99374,1298759,77792,32550,40795
12071,Lee County,403950,34149890,16475685,1042418,5190722,3123287,521508,1758895,2765062,282032,593777,5318741,154873,66830,80375
12073,Leon County,160890,9285179,5943743,272571,702636,934012,100857,394439,659680,71573,133778,1238639,58221,24200,27670
12075,Levy County,20280,888943,584920,16878,46844,110858,15189,47551,41919,3570,6258,87396,11592,4710,5953
12077,Liberty County,3020,128498,90875,2637,1536,21234,1360,6973,2200,418,3013,10291,1826,660,942
12079,Madison County,8160,353607,237566,7256,15779,44418,5486,18834,11641,1175,5311,30441,5753,2230,2670
12081,Manatee County,209060,17216328,9542780,498218,2080891,1567769,227664,856284,1432370,177336,233100,2597681,70099,30500,40035
12083,Marion County,190000,9499265,5671288,237865,609444,1330851,161756,638397,593145,55127,89162,1072539,96071,39060,47831
12085,Martin County,84600,11101095,4325878,263919,2977387,716485,81779,422029,1017477,94739,345670,2144369,20980,10080,11852
12086,Miami-Dade County,1462780,108201484,63049729,3508226,21163103,3171816,2828225,1536533,10994958,1117331,2051208,19829050,873246,404710,344137
12087,Monroe County,46500,6673258,2427627,163447,2124200,292541,75156,154901,714865,68467,228877,1345091,12459,6970,5978
12089,Nassau County,47980,4447563,2513755,104334,500442,469785,40865,203611,368163,43411,85128,675066,13332,6130,7624
12091,Okaloosa County,110920,7611783,4708267,247869,672305,981203,85642,299690,512332,63747,88310,988557,39445,17300,24411
12093,Okeechobee County,17700,811821,551669,17230,47042,68294,12071,33444,40238,2605,4911,79634,10936,4320,6018
12095,Orange County,725750,47768586,33278914,1255717,4237115,2203466,1752979,965976,3561301,506078,666543,6886490,393736,164950,183339
12097,Osceola County,209380,9455344,6945451,292174,345974,667555,636070,242845,385090,89616,81486,895848,143183,57340,67301
12099,Palm Beach County,788270,106681491,41921987,2366426,32956180,4277189,1087177,2786772,9976708,847577,3259698,22008722,325669,139640,155589
12101,Pasco County,284420,16956797,11861035,370359,856828,1505233,331458,678117,845492,142556,121360,1870526,110571,49110,57796
12103,Pinellas County,518890,41524044,23677453,935037,6378253,2845588,629289,1496777,3408751,346397,729362,6380320,154121,75810,75705
12105,Polk County,365450,18836073,12678556,377820,965320,1689477,573763,795744,907036,108428,200576,1911030,221047,86210,114720
12107,Putnam County,33850,1407329,943447,29693,44110,186459,25950,78657,33405,5439,7525,122170,23030,8870,11072
12109,St. Johns County,141850,16790780,9868854,416878,2100817,1246718,134866,579508,1457102,217314,269898,2814897,27359,13490,16289
12111,St. Lucie County,175350,9601397,6089978,236575,573386,1075259,217791,524965,431985,81390,87544,1032428,84861,35380,42618
12113,Santa Rosa County,91110,6623058,4217080,169432,558945,730414,66617,238323,453700,48822,64132,808409,29272,13100,18702
12115,Sarasota County,239580,25553659,10322221,760297,5227360,2325098,271548,1355647,2367805,217772,644356,4393932,53144,27020,28656
12117,Seminole County,243960,17673304,12627255,419220,1210530,972988,326334,513804,1365827,161541,199528,2423068,85848,39680,43498
12119,Sumter County,72730,6109201,1589159,105456,685202,1452657,49324,765252,421319,47938,57775,813359,13174,5870,6624
12121,Suwannee County,19710,829984,566254,19403,30412,104723,13294,42486,61570,2265,6267,82067,12325,4820,6238
12123,Taylor County,9050,429101,277872,4922,11644,49825,5521,21732,11964,798,3249,41825,5995,2300,2864
12125,Union County,6410,243230,183221,1297,5537,31991,2386,10111,6551,734,1762,20093,3220,1240,1802
12127,Volusia County,290950,16833423,10246405,397851,1280328,1807657,343624,881539,1101549,121371,187870,2035108,119740,53380,58334
12129,Wakulla County,15690,870852,615447,18054,31542,111408,9356,40604,25848,4401,6645,82223,6450,2690,3535
12131,Walton County,39040,4899971,2255198,202007,1153524,285397,34823,128043,598936,53469,130078,991629,13454,5910,7817
12133,Washington County,11080,482027,344740,11393,11889,60653,7297,21629,21100,1770,4210,40221,6817,2700,3365
13001,Appling County,7860,359390,280168,6899,7174,38765,10921,15054,16166,1668,6159,33751,5568,2080,2798
13003,Atkinson County,3320,112566,93991,2838,2115,9225,4565,3465,2100,295,857,7664,3185,1130,1607
13005,Bacon County,4550,188020,153259,4268,3514,17795,4853,6376,8439,933,2003,15773,3702,1300,1762
13007,Baker County,1250,45308,34760,252,1055,6099,1460,2508,1758,0,466,5740,1059,380,430
13009,Baldwin County,19080,892779,571493,689,31189,139173,29162,53054,39749,8248,17585,88557,13628,5090,5640
13011,Banks County,8360,431927,319135,13002,9777,32964,13701,14470,21204,3306,8210,38750,3863,1640,2308
13013,Barrow County,41010,2272397,1679516,62997,61967,142602,77870,63219,120493,22910,29965,220793,19139,7880,11432
13015,Bartow County,52110,3024484,2167203,62557,167062,216774,110909,92987,191748,31896,63844,325886,25507,10720,14091
13017,Ben Hill County,7160,294166,203229,3786,6807,27423,8767,12780,12622,1084,4167,25601,6370,2350,2941
13019,Berrien County,7500,326357,237905,7612,15820,31410,12155,11199,17055,1833,3508,32036,5605,2110,2824
13021,Bibb County,72510,3699429,2436471,67220,238520,360308,141667,144974,251633,34256,114743,428462,59647,21560,25333
13023,Bleckley County,5220,250223,184555,-86,5488,40096,6136,9971,6760,1454,3706,22006,3519,1300,1688
13025,Brantley County,7440,308541,238843,6638,4375,31491,12108,11392,4157,979,2217,22717,5124,1950,2626
13027,Brooks County,6870,286593,199691,6806,10321,27925,9638,11781,22601,1594,4078,27122,5450,2040,2551
13029,Bryan County,20750,1510771,1126176,31887,56592,122412,36073,39086,83455,20631,28201,165377,8143,3340,5225
13031,Bulloch County,31350,1644087,1144801,23914,55278,143619,59102,54149,158853,13502,27127,180870,18729,7250,9221
